x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
0.170752,0.00358287,3.54982e-05,1.06912e-06,-5.3336e-12,-5.34274e-08,3.86426e-12,4.91746,1.2462,1.01724,1.31716,-1.37345,-0.021369,-0.661958,4960,0,0,0,0,0,0,0,0,0,14,78,492,1215,2163,998
